ZipCode,Main_City,FIPS,County_Forecast_Week_Ahead_Total,ZipPopulation,ZipCode_Forecast_Week_Ahead_Total,4/3/20,4/10/20,4/17/20
61759,Minier,17179,49,1529,1,1,1,1
62635,Emden,17179,49,705,1,1,1,1
62682,San Jose,17179,49,5552,3,3,4,6
62905,Alto Pass,17181,14,505,1,1,1,1
62906,Anna,17181,14,6585,6,6,9,13
62912,Buncombe,17181,14,1338,2,2,3,4
62920,Cobden,17181,14,3354,3,3,4,6
62923,Cypress,17181,14,2532,3,3,4,6
62926,Dongola,17181,14,2402,3,3,4,6
62952,Jonesboro,17181,14,3141,3,3,4,6
62957,Mc Clure,17181,14,931,1,1,1,1
62998,Wolf Lake,17181,14,598,1,1,1,1
60942,Hoopeston,17183,28,5871,3,3,4,6
60960,Rankin,17183,28,1092,1,1,1,1
60963,Rossville,17183,28,1895,1,1,1,1
61810,Allerton,17183,28,346,1,1,1,1
61811,Alvin,17183,28,678,1,1,1,1
61812,Armstrong,17183,28,678,1,1,1,1
61814,Bismarck,17183,28,1074,1,1,1,1
61817,Catlin,17183,28,2516,1,1,1,1
61831,Collison,17183,28,134,1,1,1,1
61832,Danville,17183,28,34918,13,13,19,28
61833,Tilton,17183,28,2199,1,1,1,1
61834,Danville,17183,28,8778,4,4,6,9
61841,Fairmount,17183,28,1341,1,1,1,1
61844,Fithian,17183,28,715,1,1,1,1
61846,Georgetown,17183,28,4918,2,2,3,4
61849,Homer,17183,28,1999,1,1,1,1
61850,Indianola,17183,28,418,1,1,1,1
61858,Oakwood,17183,28,3017,2,2,3,4
61859,Ogden,17183,28,1226,1,1,1,1
61862,Penfield,17183,28,533,1,1,1,1
61865,Potomac,17183,28,1560,1,1,1,1
61870,Ridge Farm,17183,28,1320,1,1,1,1
61876,Sidell,17183,28,818,1,1,1,1
61883,Westville,17183,28,4284,2,2,3,4
62410,Allendale,17185,21,1249,3,3,4,6
62460,Saint Francisville,17185,21,1154,3,3,4,6
62476,West Salem,17185,21,1590,3,3,4,6
62818,Browns,17185,21,263,1,1,1,1
62863,Mount Carmel,17185,21,9824,18,18,27,40
61401,Galesburg,17187,28,33685,56,56,84,126
61410,Abingdon,17187,28,3892,7,7,10,15
61412,Alexis,17187,28,1467,3,3,4,6
61415,Avon,17187,28,1889,4,4,6,9
61417,Berwick,17187,28,286,1,1,1,1
61423,Cameron,17187,28,3164,6,6,9,13
61435,Gerlaw,17187,28,29,1,1,1,1
61447,Kirkwood,17187,28,1025,2,2,3,4
61453,Little York,17187,28,578,1,1,1,1
61462,Monmouth,17187,28,11521,20,20,30,45
61473,Roseville,17187,28,1509,3,3,4,6
61474,Saint Augustine,17187,28,292,1,1,1,1
61475,Sciota,17187,28,292,1,1,1,1
61478,Smithshire,17187,28,319,1,1,1,1
62214,Addieville,17189,14,1242,2,2,3,4
62237,Coulterville,17189,14,2435,3,3,4,6
62257,Marissa,17189,14,2678,3,3,4,6
62263,Nashville,17189,14,5034,6,6,9,13
62268,Oakdale,17189,14,87,1,1,1,1
62271,Okawville,17189,14,2153,3,3,4,6
62801,Centralia,17189,14,21444,22,22,33,49
62803,Hoyleton,17189,14,1078,2,2,3,4
62808,Ashley,17189,14,1438,2,2,3,4
62831,Du Bois,17189,14,412,1,1,1,1
62877,Richview,17189,14,159,1,1,1,1
62446,Mount Erie,17191,7,342,1,1,1,1
62450,Olney,17191,7,12230,6,6,9,13
62809,Barnhill,17191,7,144,1,1,1,1
62810,Belle Rive,17191,7,834,1,1,1,1
62814,Bluford,17191,7,1945,1,1,1,1
62823,Cisne,17191,7,1700,1,1,1,1
62824,Clay City,17191,7,1711,1,1,1,1
62833,Ellery,17191,7,371,1,1,1,1
62837,Fairfield,17191,7,8960,4,4,6,9
62842,Geff,17191,7,721,1,1,1,1
62843,Golden Gate,17191,7,721,1,1,1,1
62850,Johnsonville,17191,7,2100,1,1,1,1
62851,Keenes,17191,7,162,1,1,1,1
62868,Noble,17191,7,1735,1,1,1,1
62878,Rinard,17191,7,443,1,1,1,1
62886,Sims,17191,7,280,1,1,1,1
62895,Wayne City,17191,7,2028,1,1,1,1
62899,Xenia,17191,7,1900,1,1,1,1
62820,Burnt Prairie,17193,14,408,1,1,1,1
62821,Carmi,17193,14,7175,8,8,12,18
62827,Crossville,17193,14,1175,2,2,3,4
62835,Enfield,17193,14,371,1,1,1,1
62844,Grayville,17193,14,2186,3,3,4,6
62862,Mill Shoals,17193,14,165,1,1,1,1
62867,New Haven,17193,14,506,1,1,1,1
62869,Norris City,17193,14,2690,3,3,4,6
62887,Springerton,17193,14,280,1,1,1,1
61014,Chadwick,17195,28,1289,1,1,1,1
61064,Polo,17195,28,3640,2,2,3,4
61071,Rock Falls,17195,28,13997,8,8,12,18
61081,Sterling,17195,28,21129,11,11,16,24
61230,Albany,17195,28,1121,1,1,1,1
61243,Deer Grove,17195,28,1208,1,1,1,1
61250,Erie,17195,28,2502,2,2,3,4
61251,Fenton,17195,28,2502,2,2,3,4
61252,Fulton,17195,28,5341,3,3,4,6
61261,Lyndon,17195,28,1062,1,1,1,1
61270,Morrison,17195,28,7007,4,4,6,9
61277,Prophetstown,17195,28,3245,2,2,3,4
61283,Tampico,17195,28,1742,1,1,1,1
60401,Beecher,17197,861,7779,6,6,9,13
60403,Crest Hill,17197,861,18254,14,14,21,31
60404,Shorewood,17197,861,18796,14,14,21,31
60407,Braceville,17197,861,1696,1,1,1,1
60408,Braidwood,17197,861,5649,4,4,6,9
60410,Channahon,17197,861,12791,10,10,15,22
60416,Coal City,17197,861,9164,7,7,10,15
60417,Crete,17197,861,15225,11,11,16,24
60418,Crestwood,17197,861,15225,11,11,16,24
60421,Elwood,17197,861,3843,3,3,4,6
60423,Frankfort,17197,861,30938,23,23,34,51
60431,Joliet,17197,861,23219,17,17,25,37
60432,Joliet,17197,861,20222,15,15,22,33
60433,Joliet,17197,861,16629,12,12,18,27
60435,Joliet,17197,861,49863,37,37,55,82
60436,Joliet,17197,861,18945,14,14,21,31
60439,Lemont,17197,861,23422,18,18,27,40
60440,Bolingbrook,17197,861,52246,39,39,58,87
60441,Lockport,17197,861,35415,27,27,40,60
60442,Manhattan,17197,861,10531,8,8,12,18
60446,Romeoville,17197,861,40085,30,30,45,67
60447,Minooka,17197,861,14220,11,11,16,24
60448,Mokena,17197,861,26710,20,20,30,45
60449,Monee,17197,861,9400,7,7,10,15
60451,New Lenox,17197,861,34945,26,26,39,58
60466,Park Forest,17197,861,21989,17,17,25,37
60467,Orland Park,17197,861,26628,20,20,30,45
60468,Peotone,17197,861,6044,5,5,7,10
60471,Richton Park,17197,861,14055,11,11,16,24
60475,Steger,17197,861,9674,7,7,10,15
60477,Tinley Park,17197,861,37919,29,29,43,64
60481,Wilmington,17197,861,11540,9,9,13,19
60484,University Park,17197,861,6580,5,5,7,10
60487,Tinley Park,17197,861,26588,20,20,30,45
60490,Bolingbrook,17197,861,22202,17,17,25,37
60491,Homer Glen,17197,861,22961,17,17,25,37
60503,Aurora,17197,861,16973,13,13,19,28
60543,Oswego,17197,861,40027,30,30,45,67
60544,Plainfield,17197,861,26498,20,20,30,45
60564,Naperville,17197,861,42513,32,32,48,72
60565,Naperville,17197,861,40773,31,31,46,69
60568,Aurora,17197,861,40773,31,31,46,69
60569,Aurora,17197,861,40773,31,31,46,69
60572,Aurora,17197,861,40773,31,31,46,69
60585,Plainfield,17197,861,24368,18,18,27,40
60586,Plainfield,17197,861,47692,36,36,54,81
60599,Fox Valley,17197,861,47692,36,36,54,81
60940,Grant Park,17197,861,3433,3,3,4,6
60950,Manteno,17197,861,11803,9,9,13,19
62890,Thompsonville,17199,28,2789,2,2,3,4
62896,West Frankfort,17199,28,12167,6,6,9,13
62901,Carbondale,17199,28,26217,12,12,18,27
62902,Carbondale,17199,28,4568,2,2,3,4
62917,Carrier Mills,17199,28,2275,1,1,1,1
62918,Carterville,17199,28,10155,5,5,7,10
62922,Creal Springs,17199,28,2532,2,2,3,4
62924,De Soto,17199,28,2948,2,2,3,4
62933,Energy,17199,28,1385,1,1,1,1
62939,Goreville,17199,28,3111,2,2,3,4
62948,Herrin,17199,28,13183,6,6,9,13
62951,Johnston City,17199,28,4535,2,2,3,4
62958,Makanda,17199,28,2146,1,1,1,1
62959,Marion,17199,28,28201,12,12,18,27
62974,Pittsburg,17199,28,1626,1,1,1,1
62987,Stonefort,17199,28,1424,1,1,1,1
60146,Kirkland,17201,133,2655,1,1,1,1
61008,Belvidere,17201,133,34292,13,13,19,28
61011,Caledonia,17201,133,2326,1,1,1,1
61016,Cherry Valley,17201,133,4962,2,2,3,4
61019,Davis,17201,133,3244,1,1,1,1
61020,Davis Junction,17201,133,3131,1,1,1,1
61024,Durand,17201,133,2534,1,1,1,1
61047,Leaf River,17201,133,1839,1,1,1,1
61063,Pecatonica,17201,133,4260,2,2,3,4
61072,Rockton,17201,133,11565,5,5,7,10
61073,Roscoe,17201,133,19165,8,8,12,18
61080,South Beloit,17201,133,10440,4,4,6,9
61084,Stillman Valley,17201,133,3085,1,1,1,1
61088,Winnebago,17201,133,6052,2,2,3,4
61101,Rockford,17201,133,19546,8,8,12,18
61102,Rockford,17201,133,17760,7,7,10,15
61103,Rockford,17201,133,23964,9,9,13,19
61104,Rockford,17201,133,19454,8,8,12,18
61107,Rockford,17201,133,30905,12,12,18,27
61108,Rockford,17201,133,27819,11,11,16,24
61109,Rockford,17201,133,27224,11,11,16,24
61111,Loves Park,17201,133,23837,9,9,13,19
61112,Rockford,17201,133,66,0,0,0,0
61114,Rockford,17201,133,15591,6,6,9,13
61115,Machesney Park,17201,133,22574,9,9,13,19
61516,Benson,17203,21,676,1,1,1,1
61530,Eureka,17203,21,7245,4,4,6,9
61545,Lowpoint,17203,21,700,1,1,1,1
61548,Metamora,17203,21,11950,7,7,10,15
61561,Roanoke,17203,21,2469,2,2,3,4
61570,Washburn,17203,21,1787,1,1,1,1
61611,East Peoria,17203,21,24877,14,14,21,31
61613,Peoria,17203,21,24877,14,14,21,31
61725,Carlock,17203,21,1703,1,1,1,1
61729,Congerville,17203,21,1201,1,1,1,1
61733,Deer Creek,17203,21,831,1,1,1,1
61738,El Paso,17203,21,4395,3,3,4,6
61742,Goodfield,17203,21,1250,1,1,1,1
61744,Gridley,17203,21,1865,2,2,3,4
61748,Hudson,17203,21,2720,2,2,3,4
61760,Minonk,17203,21,2519,2,2,3,4
61771,Secor,17203,21,1138,1,1,1,1
